Auswirkung,"DIE LINKE",102
lauten,CDU/CSU,38
lauten,SPD,50
lauten,FDP,24
lauten,"BÜNDNIS 90/DIE GRÜNEN",12
lauten,"DIE LINKE",27
bestehend,CDU/CSU,341
bestehend,SPD,182
bestehend,FDP,185
bestehend,"BÜNDNIS 90/DIE GRÜNEN",118
bestehend,"DIE LINKE",104
demokratisch,CDU/CSU,507
demokratisch,SPD,409
demokratisch,FDP,251
demokratisch,"BÜNDNIS 90/DIE GRÜNEN",181
demokratisch,"DIE LINKE",304
betreiben,CDU/CSU,195
betreiben,SPD,156
betreiben,FDP,127
betreiben,"BÜNDNIS 90/DIE GRÜNEN",97
betreiben,"DIE LINKE",93
Prozeß,CDU/CSU,0
Prozeß,SPD,0
Prozeß,FDP,0
Prozeß,"BÜNDNIS 90/DIE GRÜNEN",0
Prozeß,"DIE LINKE",0
Signal,CDU/CSU,290
Signal,SPD,283
Signal,FDP,135
Signal,"BÜNDNIS 90/DIE GRÜNEN",109
Signal,"DIE LINKE",82
Vertrag,CDU/CSU,525
Vertrag,SPD,272
Vertrag,FDP,172
Vertrag,"BÜNDNIS 90/DIE GRÜNEN",243
Vertrag,"DIE LINKE",186
mittlerweile,CDU/CSU,253
mittlerweile,SPD,223
mittlerweile,FDP,93
mittlerweile,"BÜNDNIS 90/DIE GRÜNEN",100
mittlerweile,"DIE LINKE",106
Anhörung,CDU/CSU,318
Anhörung,SPD,317
Anhörung,FDP,144
Anhörung,"BÜNDNIS 90/DIE GRÜNEN",166
Anhörung,"DIE LINKE",172
Strategie,CDU/CSU,365
Strategie,SPD,385
Strategie,FDP,175
Strategie,"BÜNDNIS 90/DIE GRÜNEN",230
Strategie,"DIE LINKE",151
Gesundheit,CDU/CSU,777
Gesundheit,SPD,630
Gesundheit,FDP,335
Gesundheit,"BÜNDNIS 90/DIE GRÜNEN",348
Gesundheit,"DIE LINKE",516
Fortschritt,CDU/CSU,407
Fortschritt,SPD,273
Fortschritt,FDP,218
Fortschritt,"BÜNDNIS 90/DIE GRÜNEN",98
Fortschritt,"DIE LINKE",108
sitzen,CDU/CSU,455
sitzen,SPD,400
sitzen,FDP,201
sitzen,"BÜNDNIS 90/DIE GRÜNEN",259
sitzen,"DIE LINKE",231
konsequent,CDU/CSU,318
konsequent,SPD,165
konsequent,FDP,152
konsequent,"BÜNDNIS 90/DIE GRÜNEN",119
konsequent,"DIE LINKE",125
Aussprache,CDU/CSU,10
Aussprache,SPD,10
Aussprache,FDP,5
Aussprache,"BÜNDNIS 90/DIE GRÜNEN",2
Aussprache,"DIE LINKE",6
dauerhaft,CDU/CSU,302
dauerhaft,SPD,200
dauerhaft,FDP,129
dauerhaft,"BÜNDNIS 90/DIE GRÜNEN",98
dauerhaft,"DIE LINKE",116
Rechte,CDU/CSU,359
Rechte,SPD,281
Rechte,FDP,186
Rechte,"BÜNDNIS 90/DIE GRÜNEN",263
Rechte,"DIE LINKE",275
Studie,CDU/CSU,554
Studie,SPD,534
Studie,FDP,341
Studie,"BÜNDNIS 90/DIE GRÜNEN",445
Studie,"DIE LINKE",442
bestätigen,CDU/CSU,97
bestätigen,SPD,79
bestätigen,FDP,39
bestätigen,"BÜNDNIS 90/DIE GRÜNEN",55
bestätigen,"DIE LINKE",30
vereint,CDU/CSU,24
vereint,SPD,7
vereint,FDP,9
vereint,"BÜNDNIS 90/DIE GRÜNEN",2
vereint,"DIE LINKE",4
ausgehen,CDU/CSU,215
ausgehen,SPD,149
ausgehen,FDP,100
ausgehen,"BÜNDNIS 90/DIE GRÜNEN",82
ausgehen,"DIE LINKE",76
Vertrauen,CDU/CSU,448
Vertrauen,SPD,409
Vertrauen,FDP,159
Vertrauen,"BÜNDNIS 90/DIE GRÜNEN",142
Vertrauen,"DIE LINKE",150
allgemein,CDU/CSU,279
allgemein,SPD,178
allgemein,FDP,162
allgemein,"BÜNDNIS 90/DIE GRÜNEN",147
allgemein,"DIE LINKE",92
entsprechen,CDU/CSU,1229
entsprechen,SPD,1037
entsprechen,FDP,549
entsprechen,"BÜNDNIS 90/DIE GRÜNEN",419
entsprechen,"DIE LINKE",378
erneuerbaren,CDU/CSU,342
erneuerbaren,SPD,184
erneuerbaren,FDP,140
erneuerbaren,"BÜNDNIS 90/DIE GRÜNEN",213
erneuerbaren,"DIE LINKE",77
Einkommen,CDU/CSU,466
Einkommen,SPD,400
Einkommen,FDP,243
Einkommen,"BÜNDNIS 90/DIE GRÜNEN",196
Einkommen,"DIE LINKE",393
Bild,CDU/CSU,1821
Bild,SPD,1768
Bild,FDP,1067
Bild,"BÜNDNIS 90/DIE GRÜNEN",807
Bild,"DIE LINKE",864
teilen,CDU/CSU,390
teilen,SPD,332
teilen,FDP,211
teilen,"BÜNDNIS 90/DIE GRÜNEN",218
teilen,"DIE LINKE",165
Vorlage,CDU/CSU,84
Vorlage,SPD,96
Vorlage,FDP,35
Vorlage,"BÜNDNIS 90/DIE GRÜNEN",61
Vorlage,"DIE LINKE",32
voll,CDU/CSU,2135
voll,SPD,1525
voll,FDP,1152
voll,"BÜNDNIS 90/DIE GRÜNEN",899
voll,"DIE LINKE",875
empfehlen,CDU/CSU,56
empfehlen,SPD,37
empfehlen,FDP,36
empfehlen,"BÜNDNIS 90/DIE GRÜNEN",20
empfehlen,"DIE LINKE",29
kürzen,CDU/CSU,72
kürzen,SPD,246
kürzen,FDP,47
kürzen,"BÜNDNIS 90/DIE GRÜNEN",93
kürzen,"DIE LINKE",114
dienen,CDU/CSU,298
dienen,SPD,294
dienen,FDP,141
dienen,"BÜNDNIS 90/DIE GRÜNEN",169
dienen,"DIE LINKE",270
März,CDU/CSU,209
März,SPD,166
März,FDP,73
März,"BÜNDNIS 90/DIE GRÜNEN",93
März,"DIE LINKE",126
Bedingung,CDU/CSU,249
Bedingung,SPD,215
Bedingung,FDP,124
Bedingung,"BÜNDNIS 90/DIE GRÜNEN",120
Bedingung,"DIE LINKE",159
Mitarbeiter,CDU/CSU,509
Mitarbeiter,SPD,383
Mitarbeiter,FDP,232
Mitarbeiter,"BÜNDNIS 90/DIE GRÜNEN",131
Mitarbeiter,"DIE LINKE",183
richten,CDU/CSU,566
richten,SPD,435
richten,FDP,222
richten,"BÜNDNIS 90/DIE GRÜNEN",244
richten,"DIE LINKE",232
jetzig,CDU/CSU,210
jetzig,SPD,218
jetzig,FDP,101
jetzig,"BÜNDNIS 90/DIE GRÜNEN",112
jetzig,"DIE LINKE",88
Jahrzehnt,CDU/CSU,338
Jahrzehnt,SPD,151
Jahrzehnt,FDP,108
Jahrzehnt,"BÜNDNIS 90/DIE GRÜNEN",85
Jahrzehnt,"DIE LINKE",98
Tisch,CDU/CSU,219
Tisch,SPD,278
Tisch,FDP,103
Tisch,"BÜNDNIS 90/DIE GRÜNEN",161
Tisch,"DIE LINKE",130
Tatsache,CDU/CSU,326
Tatsache,SPD,229
Tatsache,FDP,117
Tatsache,"BÜNDNIS 90/DIE GRÜNEN",119
Tatsache,"DIE LINKE",129
Haushaltsausschuß,CDU/CSU,0
Haushaltsausschuß,SPD,0
Haushaltsausschuß,FDP,0
Haushaltsausschuß,"BÜNDNIS 90/DIE GRÜNEN",0
Haushaltsausschuß,"DIE LINKE",0
Beschäftigte,CDU/CSU,250
Beschäftigte,SPD,227
Beschäftigte,FDP,112
Beschäftigte,"BÜNDNIS 90/DIE GRÜNEN",192
Beschäftigte,"DIE LINKE",469
ernsthaft,CDU/CSU,223
ernsthaft,SPD,232
ernsthaft,FDP,135
ernsthaft,"BÜNDNIS 90/DIE GRÜNEN",148
ernsthaft,"DIE LINKE",114
bezahlen,CDU/CSU,150
bezahlen,SPD,145
bezahlen,FDP,75
bezahlen,"BÜNDNIS 90/DIE GRÜNEN",49
bezahlen,"DIE LINKE",184
mehrer,CDU/CSU,232
mehrer,SPD,163
mehrer,FDP,100
mehrer,"BÜNDNIS 90/DIE GRÜNEN",123
mehrer,"DIE LINKE",107
Beck,CDU/CSU,200
Beck,SPD,67
Beck,FDP,86
Beck,"BÜNDNIS 90/DIE GRÜNEN",26
Beck,"DIE LINKE",33
rein,CDU/CSU,2443
rein,SPD,1823
rein,FDP,1197
rein,"BÜNDNIS 90/DIE GRÜNEN",979
rein,"DIE LINKE",1008
Handeln,CDU/CSU,266
Handeln,SPD,265
Handeln,FDP,167
Handeln,"BÜNDNIS 90/DIE GRÜNEN",126
Handeln,"DIE LINKE",97
morgen,CDU/CSU,202
morgen,SPD,149
morgen,FDP,80
morgen,"BÜNDNIS 90/DIE GRÜNEN",80
morgen,"DIE LINKE",56
warten,CDU/CSU,587
warten,SPD,686
warten,FDP,274
warten,"BÜNDNIS 90/DIE GRÜNEN",336
warten,"DIE LINKE",216
kritisch,CDU/CSU,299
kritisch,SPD,241
kritisch,FDP,148
kritisch,"BÜNDNIS 90/DIE GRÜNEN",162
kritisch,"DIE LINKE",119
Menschenrecht,CDU/CSU,690
Menschenrecht,SPD,496
Menschenrecht,FDP,405
Menschenrecht,"BÜNDNIS 90/DIE GRÜNEN",551
Menschenrecht,"DIE LINKE",437
Landwirtschaft,CDU/CSU,282
Landwirtschaft,SPD,120
Landwirtschaft,FDP,201
Landwirtschaft,"BÜNDNIS 90/DIE GRÜNEN",174
Landwirtschaft,"DIE LINKE",103
Gelegenheit,CDU/CSU,229
Gelegenheit,SPD,204
Gelegenheit,FDP,103
Gelegenheit,"BÜNDNIS 90/DIE GRÜNEN",70
Gelegenheit,"DIE LINKE",67
Name,CDU/CSU,188
Name,SPD,191
Name,FDP,107
Name,"BÜNDNIS 90/DIE GRÜNEN",90
Name,"DIE LINKE",120
paar,CDU/CSU,239
paar,SPD,280
paar,FDP,118
paar,"BÜNDNIS 90/DIE GRÜNEN",129
paar,"DIE LINKE",117
suchen,CDU/CSU,791
suchen,SPD,582
suchen,FDP,369
suchen,"BÜNDNIS 90/DIE GRÜNEN",302
suchen,"DIE LINKE",307
lernen,CDU/CSU,190
lernen,SPD,182
lernen,FDP,108
lernen,"BÜNDNIS 90/DIE GRÜNEN",95
lernen,"DIE LINKE",94
tätig,CDU/CSU,883
tätig,SPD,629
tätig,FDP,429
tätig,"BÜNDNIS 90/DIE GRÜNEN",338
tätig,"DIE LINKE",351
erzielen,CDU/CSU,168
erzielen,SPD,74
erzielen,FDP,67
erzielen,"BÜNDNIS 90/DIE GRÜNEN",41
erzielen,"DIE LINKE",28
jährlich,CDU/CSU,250
jährlich,SPD,161
jährlich,FDP,80
jährlich,"BÜNDNIS 90/DIE GRÜNEN",100
jährlich,"DIE LINKE",150
Anliegen,CDU/CSU,317
Anliegen,SPD,143
Anliegen,FDP,149
Anliegen,"BÜNDNIS 90/DIE GRÜNEN",82
Anliegen,"DIE LINKE",69
Beschluß,CDU/CSU,0
Beschluß,SPD,0
Beschluß,FDP,0
Beschluß,"BÜNDNIS 90/DIE GRÜNEN",0
Beschluß,"DIE LINKE",0
verändern,CDU/CSU,114
verändern,SPD,104
verändern,FDP,51
verändern,"BÜNDNIS 90/DIE GRÜNEN",74
verändern,"DIE LINKE",40
hierzu,CDU/CSU,137
hierzu,SPD,111
hierzu,FDP,72
hierzu,"BÜNDNIS 90/DIE GRÜNEN",61
hierzu,"DIE LINKE",73
bekennen,CDU/CSU,87
bekennen,SPD,65
bekennen,FDP,51
bekennen,"BÜNDNIS 90/DIE GRÜNEN",32
bekennen,"DIE LINKE",16
Zeitpunkt,CDU/CSU,241
Zeitpunkt,SPD,190
Zeitpunkt,FDP,123
Zeitpunkt,"BÜNDNIS 90/DIE GRÜNEN",105
Zeitpunkt,"DIE LINKE",63
Koalitionsvertrag,CDU/CSU,278
Koalitionsvertrag,SPD,240
Koalitionsvertrag,FDP,225
Koalitionsvertrag,"BÜNDNIS 90/DIE GRÜNEN",124
Koalitionsvertrag,"DIE LINKE",76
schlagen,CDU/CSU,581
schlagen,SPD,585
schlagen,FDP,307
schlagen,"BÜNDNIS 90/DIE GRÜNEN",345
schlagen,"DIE LINKE",314
Juni,CDU/CSU,206
Juni,SPD,189
Juni,FDP,80
Juni,"BÜNDNIS 90/DIE GRÜNEN",92
Juni,"DIE LINKE",85
drittens,CDU/CSU,48
drittens,SPD,42
drittens,FDP,19
drittens,"BÜNDNIS 90/DIE GRÜNEN",17
drittens,"DIE LINKE",29
Rahmenbedingung,CDU/CSU,277
Rahmenbedingung,SPD,160
Rahmenbedingung,FDP,159
Rahmenbedingung,"BÜNDNIS 90/DIE GRÜNEN",106
Rahmenbedingung,"DIE LINKE",49
Veränderung,CDU/CSU,256
Veränderung,SPD,227
Veränderung,FDP,128
Veränderung,"BÜNDNIS 90/DIE GRÜNEN",111
Veränderung,"DIE LINKE",86
Legislaturperiode,CDU/CSU,256
Legislaturperiode,SPD,196
Legislaturperiode,FDP,137
Legislaturperiode,"BÜNDNIS 90/DIE GRÜNEN",85
Legislaturperiode,"DIE LINKE",82
gern,CDU/CSU,1861
gern,SPD,1442
gern,FDP,951
gern,"BÜNDNIS 90/DIE GRÜNEN",872
gern,"DIE LINKE",907
ehemalig,CDU/CSU,254
ehemalig,SPD,158
ehemalig,FDP,106
ehemalig,"BÜNDNIS 90/DIE GRÜNEN",92
ehemalig,"DIE LINKE",107
verpflichten,CDU/CSU,103
verpflichten,SPD,88
verpflichten,FDP,42
verpflichten,"BÜNDNIS 90/DIE GRÜNEN",59
verpflichten,"DIE LINKE",62
kümmern,CDU/CSU,164
kümmern,SPD,166
kümmern,FDP,89
kümmern,"BÜNDNIS 90/DIE GRÜNEN",51
kümmern,"DIE LINKE",63
längst,CDU/CSU,207
längst,SPD,200
längst,FDP,111
längst,"BÜNDNIS 90/DIE GRÜNEN",184
längst,"DIE LINKE",173
Qualität,CDU/CSU,419
Qualität,SPD,281
Qualität,FDP,219
Qualität,"BÜNDNIS 90/DIE GRÜNEN",150
Qualität,"DIE LINKE",107
absolut,CDU/CSU,252
absolut,SPD,142
absolut,FDP,135
absolut,"BÜNDNIS 90/DIE GRÜNEN",129
absolut,"DIE LINKE",131
Konflikt,CDU/CSU,285
Konflikt,SPD,304
Konflikt,FDP,154
Konflikt,"BÜNDNIS 90/DIE GRÜNEN",187
Konflikt,"DIE LINKE",225
Kriterium,CDU/CSU,52
Kriterium,SPD,44
Kriterium,FDP,25
Kriterium,"BÜNDNIS 90/DIE GRÜNEN",23
Kriterium,"DIE LINKE",11
beschreiben,CDU/CSU,53
beschreiben,SPD,55
beschreiben,FDP,24
beschreiben,"BÜNDNIS 90/DIE GRÜNEN",22
beschreiben,"DIE LINKE",19
Bau,CDU/CSU,652
Bau,SPD,445
Bau,FDP,302
Bau,"BÜNDNIS 90/DIE GRÜNEN",355
Bau,"DIE LINKE",255
meist,CDU/CSU,636
meist,SPD,428
meist,FDP,215
meist,"BÜNDNIS 90/DIE GRÜNEN",218
meist,"DIE LINKE",304
wahrscheinlich,CDU/CSU,265
wahrscheinlich,SPD,232
wahrscheinlich,FDP,103
wahrscheinlich,"BÜNDNIS 90/DIE GRÜNEN",112
wahrscheinlich,"DIE LINKE",97
festlegen,CDU/CSU,44
festlegen,SPD,53
festlegen,FDP,25
festlegen,"BÜNDNIS 90/DIE GRÜNEN",20
festlegen,"DIE LINKE",18
folgend,CDU/CSU,325
folgend,SPD,214
folgend,FDP,111
folgend,"BÜNDNIS 90/DIE GRÜNEN",94
folgend,"DIE LINKE",127
damalig,CDU/CSU,259
damalig,SPD,222
damalig,FDP,103
damalig,"BÜNDNIS 90/DIE GRÜNEN",86
damalig,"DIE LINKE",94
Datum,CDU/CSU,24
Datum,SPD,35
Datum,FDP,10
Datum,"BÜNDNIS 90/DIE GRÜNEN",14
Datum,"DIE LINKE",15
Hinweis,CDU/CSU,187
Hinweis,SPD,227
Hinweis,FDP,74
Hinweis,"BÜNDNIS 90/DIE GRÜNEN",97
Hinweis,"DIE LINKE",79
verabschieden,CDU/CSU,143
verabschieden,SPD,85
verabschieden,FDP,60
verabschieden,"BÜNDNIS 90/DIE GRÜNEN",44
verabschieden,"DIE LINKE",30
verantwortlich,CDU/CSU,380
verantwortlich,SPD,229
verantwortlich,FDP,216
verantwortlich,"BÜNDNIS 90/DIE GRÜNEN",178
verantwortlich,"DIE LINKE",161
Platz,CDU/CSU,134
Platz,SPD,117
Platz,FDP,63
Platz,"BÜNDNIS 90/DIE GRÜNEN",71
Platz,"DIE LINKE",81
Einrichtung,CDU/CSU,306
Einrichtung,SPD,218
Einrichtung,FDP,149
Einrichtung,"BÜNDNIS 90/DIE GRÜNEN",96
Einrichtung,"DIE LINKE",119
Umwelt,CDU/CSU,551
Umwelt,SPD,423
Umwelt,FDP,367
Umwelt,"BÜNDNIS 90/DIE GRÜNEN",378
Umwelt,"DIE LINKE",292
Opfer,CDU/CSU,469
Opfer,SPD,368
Opfer,FDP,258
Opfer,"BÜNDNIS 90/DIE GRÜNEN",239
Opfer,"DIE LINKE",314
hinsichtlich,CDU/CSU,251
hinsichtlich,SPD,191
hinsichtlich,FDP,114
hinsichtlich,"BÜNDNIS 90/DIE GRÜNEN",89
hinsichtlich,"DIE LINKE",75
Israel,CDU/CSU,320
Israel,SPD,157
Israel,FDP,126
Israel,"BÜNDNIS 90/DIE GRÜNEN",90
Israel,"DIE LINKE",100
Schäuble,CDU/CSU,102
Schäuble,SPD,287
Schäuble,FDP,27
Schäuble,"BÜNDNIS 90/DIE GRÜNEN",78
Schäuble,"DIE LINKE",87
informieren,CDU/CSU,72
informieren,SPD,62
informieren,FDP,23
informieren,"BÜNDNIS 90/DIE GRÜNEN",37
informieren,"DIE LINKE",28
Beschäftigung,CDU/CSU,489
Beschäftigung,SPD,345
Beschäftigung,FDP,241
Beschäftigung,"BÜNDNIS 90/DIE GRÜNEN",134
Beschäftigung,"DIE LINKE",297
Fällen,CDU/CSU,228
Fällen,SPD,129
Fällen,FDP,96
Fällen,"BÜNDNIS 90/DIE GRÜNEN",110
Fällen,"DIE LINKE",72
Linie,CDU/CSU,253
Linie,SPD,204
Linie,FDP,108
Linie,"BÜNDNIS 90/DIE GRÜNEN",116
Linie,"DIE LINKE",83
reduzieren,CDU/CSU,132
reduzieren,SPD,84
reduzieren,FDP,70
reduzieren,"BÜNDNIS 90/DIE GRÜNEN",60
reduzieren,"DIE LINKE",58
Merkel,CDU/CSU,175
Merkel,SPD,408
Merkel,FDP,16
Merkel,"BÜNDNIS 90/DIE GRÜNEN",255
Merkel,"DIE LINKE",173
niedrig,CDU/CSU,242
niedrig,SPD,183
niedrig,FDP,177
niedrig,"BÜNDNIS 90/DIE GRÜNEN",133
niedrig,"DIE LINKE",181
Energiewende,CDU/CSU,120
Energiewende,SPD,156
Energiewende,FDP,52
Energiewende,"BÜNDNIS 90/DIE GRÜNEN",157
Energiewende,"DIE LINKE",65
Generation,CDU/CSU,412
Generation,SPD,191
Generation,FDP,201
Generation,"BÜNDNIS 90/DIE GRÜNEN",122
Generation,"DIE LINKE",139
Bundesrat,CDU/CSU,255
Bundesrat,SPD,368
Bundesrat,FDP,156
Bundesrat,"BÜNDNIS 90/DIE GRÜNEN",206
Bundesrat,"DIE LINKE",128
militärisch,CDU/CSU,274
militärisch,SPD,174
militärisch,FDP,128
militärisch,"BÜNDNIS 90/DIE GRÜNEN",113
militärisch,"DIE LINKE",253
Praxis,CDU/CSU,339
Praxis,SPD,221
Praxis,FDP,125
Praxis,"BÜNDNIS 90/DIE GRÜNEN",126
Praxis,"DIE LINKE",168
betrachten,CDU/CSU,150
betrachten,SPD,74
betrachten,FDP,55
betrachten,"BÜNDNIS 90/DIE GRÜNEN",32
betrachten,"DIE LINKE",33
miteinander,CDU/CSU,285
miteinander,SPD,226
miteinander,FDP,78
miteinander,"BÜNDNIS 90/DIE GRÜNEN",59
miteinander,"DIE LINKE",46
Verhandlung,CDU/CSU,531
Verhandlung,SPD,335
Verhandlung,FDP,240
Verhandlung,"BÜNDNIS 90/DIE GRÜNEN",245
Verhandlung,"DIE LINKE",127
aufbauen,CDU/CSU,76
aufbauen,SPD,63
aufbauen,FDP,33
aufbauen,"BÜNDNIS 90/DIE GRÜNEN",34
aufbauen,"DIE LINKE",36
knapp,CDU/CSU,260
knapp,SPD,175
knapp,FDP,97
knapp,"BÜNDNIS 90/DIE GRÜNEN",98
knapp,"DIE LINKE",124
Angebot,CDU/CSU,338
Angebot,SPD,270
Angebot,FDP,193
Angebot,"BÜNDNIS 90/DIE GRÜNEN",162
Angebot,"DIE LINKE",100
gerecht,CDU/CSU,1128
gerecht,SPD,878
gerecht,FDP,590
gerecht,"BÜNDNIS 90/DIE GRÜNEN",640
gerecht,"DIE LINKE",675
Schwerpunkt,CDU/CSU,332
Schwerpunkt,SPD,129
Schwerpunkt,FDP,140
Schwerpunkt,"BÜNDNIS 90/DIE GRÜNEN",71
Schwerpunkt,"DIE LINKE",47
bewerten,CDU/CSU,125
bewerten,SPD,105
bewerten,FDP,42
bewerten,"BÜNDNIS 90/DIE GRÜNEN",55
bewerten,"DIE LINKE",40
ergeben,CDU/CSU,243
ergeben,SPD,205
ergeben,FDP,107
ergeben,"BÜNDNIS 90/DIE GRÜNEN",105
ergeben,"DIE LINKE",99
vorliegen,CDU/CSU,688
vorliegen,SPD,459
vorliegen,FDP,371
vorliegen,"BÜNDNIS 90/DIE GRÜNEN",230
vorliegen,"DIE LINKE",323
greifen,CDU/CSU,825
greifen,SPD,655
greifen,FDP,333
greifen,"BÜNDNIS 90/DIE GRÜNEN",374
greifen,"DIE LINKE",257
bedürfen,CDU/CSU,39
bedürfen,SPD,31
bedürfen,FDP,14
bedürfen,"BÜNDNIS 90/DIE GRÜNEN",12
bedürfen,"DIE LINKE",9
Vergleich,CDU/CSU,339
Vergleich,SPD,176
Vergleich,FDP,153
Vergleich,"BÜNDNIS 90/DIE GRÜNEN",127
Vergleich,"DIE LINKE",106
rechnen,CDU/CSU,205
rechnen,SPD,222
rechnen,FDP,108
rechnen,"BÜNDNIS 90/DIE GRÜNEN",126
rechnen,"DIE LINKE",137
Peter,CDU/CSU,98
Peter,SPD,96
Peter,FDP,32
Peter,"BÜNDNIS 90/DIE GRÜNEN",45
Peter,"DIE LINKE",39
Ausdruck,CDU/CSU,263
Ausdruck,SPD,164
Ausdruck,FDP,130
Ausdruck,"BÜNDNIS 90/DIE GRÜNEN",88
Ausdruck,"DIE LINKE",76
Wettbewerb,CDU/CSU,725
Wettbewerb,SPD,331
Wettbewerb,FDP,372
Wettbewerb,"BÜNDNIS 90/DIE GRÜNEN",262
Wettbewerb,"DIE LINKE",143
Beruf,CDU/CSU,753
Beruf,SPD,502
Beruf,FDP,316
Beruf,"BÜNDNIS 90/DIE GRÜNEN",219
Beruf,"DIE LINKE",296
auswärtig,CDU/CSU,14
auswärtig,SPD,17
auswärtig,FDP,14
auswärtig,"BÜNDNIS 90/DIE GRÜNEN",3
auswärtig,"DIE LINKE",4
vergessen,CDU/CSU,229
vergessen,SPD,181
vergessen,FDP,149
vergessen,"BÜNDNIS 90/DIE GRÜNEN",93
vergessen,"DIE LINKE",87
gewinnen,CDU/CSU,182
gewinnen,SPD,123
gewinnen,FDP,77
gewinnen,"BÜNDNIS 90/DIE GRÜNEN",92
gewinnen,"DIE LINKE",49
fair,CDU/CSU,242
fair,SPD,234
fair,FDP,159
fair,"BÜNDNIS 90/DIE GRÜNEN",164
fair,"DIE LINKE",64
gewiß,CDU/CSU,0
gewiß,SPD,2
gewiß,FDP,0
gewiß,"BÜNDNIS 90/DIE GRÜNEN",0
gewiß,"DIE LINKE",0
anerkennen,CDU/CSU,102
anerkennen,SPD,44
anerkennen,FDP,45
anerkennen,"BÜNDNIS 90/DIE GRÜNEN",30
anerkennen,"DIE LINKE",31
festhalten,CDU/CSU,175
festhalten,SPD,82
festhalten,FDP,107
festhalten,"BÜNDNIS 90/DIE GRÜNEN",39
festhalten,"DIE LINKE",51
erheben,CDU/CSU,78
erheben,SPD,45
erheben,FDP,38
erheben,"BÜNDNIS 90/DIE GRÜNEN",35
erheben,"DIE LINKE",43
Vertreter,CDU/CSU,300
Vertreter,SPD,258
Vertreter,FDP,132
Vertreter,"BÜNDNIS 90/DIE GRÜNEN",157
Vertreter,"DIE LINKE",173
planen,CDU/CSU,54
planen,SPD,66
planen,FDP,28
planen,"BÜNDNIS 90/DIE GRÜNEN",40
planen,"DIE LINKE",46
gelb,CDU/CSU,71
gelb,SPD,425
gelb,FDP,116
gelb,"BÜNDNIS 90/DIE GRÜNEN",246
gelb,"DIE LINKE",129
Flüchtling,CDU/CSU,216
Flüchtling,SPD,225
Flüchtling,FDP,89
Flüchtling,"BÜNDNIS 90/DIE GRÜNEN",180
Flüchtling,"DIE LINKE",200
Stärkung,CDU/CSU,232
Stärkung,SPD,169
Stärkung,FDP,116
Stärkung,"BÜNDNIS 90/DIE GRÜNEN",82
Stärkung,"DIE LINKE",106
eng,CDU/CSU,2384
eng,SPD,1753
eng,FDP,1090
eng,"BÜNDNIS 90/DIE GRÜNEN",998
eng,"DIE LINKE",958
Freiheit,CDU/CSU,468
Freiheit,SPD,211
Freiheit,FDP,256
Freiheit,"BÜNDNIS 90/DIE GRÜNEN",165
Freiheit,"DIE LINKE",208
Titel,CDU/CSU,182
Titel,SPD,160
Titel,FDP,82
Titel,"BÜNDNIS 90/DIE GRÜNEN",66
Titel,"DIE LINKE",98
Baden,CDU/CSU,239
Baden,SPD,185
Baden,FDP,107
Baden,"BÜNDNIS 90/DIE GRÜNEN",100
Baden,"DIE LINKE",58
interessant,CDU/CSU,184
interessant,SPD,167
interessant,FDP,160
interessant,"BÜNDNIS 90/DIE GRÜNEN",124
interessant,"DIE LINKE",97
weisen,CDU/CSU,912
weisen,SPD,559
weisen,FDP,422
weisen,"BÜNDNIS 90/DIE GRÜNEN",306
weisen,"DIE LINKE",310
begründen,CDU/CSU,68
begründen,SPD,83
begründen,FDP,26
begründen,"BÜNDNIS 90/DIE GRÜNEN",63
begründen,"DIE LINKE",56
halb,CDU/CSU,3712
halb,SPD,2843
halb,FDP,1650
halb,"BÜNDNIS 90/DIE GRÜNEN",1375
halb,"DIE LINKE",1643
bisherig,CDU/CSU,258
bisherig,SPD,210
bisherig,FDP,129
bisherig,"BÜNDNIS 90/DIE GRÜNEN",111
bisherig,"DIE LINKE",118
wiederholen,CDU/CSU,132
wiederholen,SPD,87
wiederholen,FDP,60
wiederholen,"BÜNDNIS 90/DIE GRÜNEN",42
wiederholen,"DIE LINKE",43
treten,CDU/CSU,960
treten,SPD,760
treten,FDP,432
treten,"BÜNDNIS 90/DIE GRÜNEN",398
treten,"DIE LINKE",341
behandeln,CDU/CSU,95
behandeln,SPD,67
behandeln,FDP,46
behandeln,"BÜNDNIS 90/DIE GRÜNEN",48
behandeln,"DIE LINKE",49
egal,CDU/CSU,362
egal,SPD,332
egal,FDP,179
egal,"BÜNDNIS 90/DIE GRÜNEN",183
egal,"DIE LINKE",239
teilweise,CDU/CSU,262
teilweise,SPD,163
teilweise,FDP,97
teilweise,"BÜNDNIS 90/DIE GRÜNEN",79
teilweise,"DIE LINKE",80
Württemberg,CDU/CSU,231
Württemberg,SPD,179
Württemberg,FDP,107
Württemberg,"BÜNDNIS 90/DIE GRÜNEN",97
Württemberg,"DIE LINKE",56
wissenschaftlich,CDU/CSU,264
wissenschaftlich,SPD,250
wissenschaftlich,FDP,134
wissenschaftlich,"BÜNDNIS 90/DIE GRÜNEN",110
wissenschaftlich,"DIE LINKE",129
wählen,CDU/CSU,93
wählen,SPD,64
wählen,FDP,57
wählen,"BÜNDNIS 90/DIE GRÜNEN",34
wählen,"DIE LINKE",51
Beschlußempfehlung,CDU/CSU,0
Beschlußempfehlung,SPD,0
Beschlußempfehlung,FDP,0
Beschlußempfehlung,"BÜNDNIS 90/DIE GRÜNEN",0
